EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,retirementType,resignationReason,Attrition
3443,2015,53,Travel_Frequently,Sales,8,2,Medical,2,Married,120610,2,20,1,30,2,15,6,12,3,2,3,4,Not Applicable,Not Applicable,0
3444,2015,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Divorced,56600,7,12,0,9,3,1,0,0,1,3,2,3,Resignation,Others,1
3445,2015,26,Travel_Frequently,Sales,2,3,Life Sciences,2,Married,48210,6,14,2,6,2,3,1,2,1,1,3,3,Resignation,Others,1
3446,2015,34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Married,64100,1,13,1,1,5,1,0,0,3,3,3,2,Not Applicable,Not Applicable,0
3447,2015,28,Travel_Rarely,Research & Development,10,3,Other,2,Married,52100,1,15,0,1,1,1,0,0,4,2,3,4,Not Applicable,Not Applicable,0
3448,2015,38,Travel_Frequently,Sales,9,4,Medical,2,Married,26950,3,14,1,8,4,2,2,2,3,3,3,1,Not Applicable,Not Applicable,0
3449,2015,50,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Married,118780,2,13,1,29,2,8,7,7,2,3,2,3,Not Applicable,Not Applicable,0
3450,2015,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Single,170680,3,23,0,8,6,4,0,1,4,2,2,3,Not Applicable,Not Applicable,0
3451,2015,40,Travel_Rarely,Human Resources,2,3,Medical,5,Married,24550,1,15,1,8,2,7,7,5,3,1,2,3,Not Applicable,Not Applicable,0
3452,2015,26,Travel_Frequently,Research & Development,3,3,Medical,2,Divorced,139640,1,11,2,5,1,5,1,3,1,3,3,2,Not Applicable,Not Applicable,0
3453,2015,46,Travel_Rarely,Research & Development,2,1,Medical,3,Divorced,49410,9,13,2,23,2,2,2,2,4,4,3,2,Not Applicable,Not Applicable,0
3454,2015,54,Travel_Rarely,Research & Development,5,3,Medical,2,Married,24780,6,11,0,13,0,9,7,0,3,3,3,3,Not Applicable,Not Applicable,0
3455,2015,56,Travel_Frequently,Research & Development,1,2,Life Sciences,2,Married,52280,2,11,0,18,4,5,0,3,1,3,3,3,Not Applicable,Not Applicable,0
3456,2015,36,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Single,44780,0,18,1,15,3,14,7,8,4,4,2,3,Not Applicable,Not Applicable,0
3457,2015,55,Non-Travel,Research & Development,2,3,Medical,2,Single,75470,7,16,0,31,2,9,6,2,3,1,4,2,Not Applicable,Not Applicable,0
3458,2015,43,Travel_Rarely,Sales,25,2,Life Sciences,3,Divorced,50550,5,22,0,18,2,1,0,0,3,4,3,2,Not Applicable,Not Applicable,0
3459,2015,20,Travel_Frequently,Sales,8,3,Marketing,3,Single,34640,1,20,0,2,3,2,0,2,4,4,3,2,Resignation,Others,1
3460,2015,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Single,57750,1,18,0,1,2,1,1,0,3,1,2,3,Resignation,Stress,1
3461,2015,46,Travel_Rarely,Sales,12,3,Marketing,3,Divorced,89430,8,12,1,19,6,16,1,7,4,1,3,3,Not Applicable,Not Applicable,0
3462,2015,51,Travel_Rarely,Sales,23,3,Medical,2,Married,192720,9,20,0,18,2,10,2,7,1,3,4,3,Resignation,Stress,1
3463,2015,28,Non-Travel,Research & Development,19,4,Life Sciences,4,Single,52380,1,17,1,10,4,10,1,9,2,1,2,2,Resignation,Others,1
3464,2015,26,Travel_Rarely,Research & Development,5,4,Medical,2,Married,46820,1,11,1,6,3,5,1,3,1,1,3,1,Not Applicable,Not Applicable,0
3465,2015,30,Travel_Rarely,Research & Development,8,3,Medical,1,Married,183000,0,14,0,7,6,6,0,2,3,1,2,3,Not Applicable,Not Applicable,0
3466,2015,41,Travel_Rarely,Sales,1,4,Life Sciences,1,Married,52570,1,14,0,10,2,10,0,8,2,3,3,4,Not Applicable,Not Applicable,0
3467,2015,38,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Married,63490,0,11,0,20,3,19,1,9,3,3,2,3,Not Applicable,Not Applicable,0
3468,2015,40,Travel_Rarely,Sales,1,4,Marketing,1,Married,48690,4,12,0,14,2,11,11,1,1,4,3,3,Not Applicable,Not Applicable,0
3469,2015,27,Non-Travel,Sales,11,3,Technical Degree,2,Married,99850,1,14,1,3,3,3,1,2,1,3,3,2,Not Applicable,Not Applicable,0
3470,2015,55,Travel_Frequently,Research & Development,23,5,Life Sciences,3,Married,36970,3,13,1,23,1,3,1,2,4,2,3,3,Not Applicable,Not Applicable,0
3471,2015,28,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Single,74570,3,11,2,10,1,8,1,7,3,3,4,4,Not Applicable,Not Applicable,0
3472,2015,44,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Married,21190,9,15,0,24,3,20,3,6,2,1,3,3,Resignation,Others,1
3473,2015,33,Travel_Rarely,Sales,23,4,Marketing,4,Divorced,39830,4,12,0,9,3,3,1,2,4,4,3,3,Not Applicable,Not Applicable,0
3474,2015,35,Travel_Rarely,Sales,7,4,Life Sciences,3,Single,61180,0,21,1,9,3,8,4,7,4,1,3,2,Resignation,Salary,1
3475,2015,33,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Single,62140,1,19,2,14,3,13,3,8,1,3,3,3,Resignation,Salary,1
3476,2015,28,Travel_Rarely,Human Resources,1,1,Human Resources,2,Divorced,63470,1,15,1,4,2,4,2,2,1,3,2,3,Not Applicable,Not Applicable,0
3477,2015,34,Travel_Frequently,Sales,29,4,Marketing,1,Single,115100,0,14,1,7,5,6,0,4,1,4,2,3,Not Applicable,Not Applicable,0
3478,2015,37,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Divorced,71430,2,21,0,8,6,1,0,0,4,4,3,2,Not Applicable,Not Applicable,0
3479,2015,25,Travel_Rarely,Human Resources,25,4,Human Resources,2,Married,82680,1,12,0,7,3,7,5,6,4,4,4,2,Resignation,Others,1
3480,2015,26,Travel_Rarely,Sales,8,2,Marketing,2,Divorced,80950,1,15,0,1,3,1,0,0,1,3,2,4,Resignation,Salary,1
3481,2015,33,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Single,29040,4,13,0,5,2,2,2,2,1,2,3,3,Resignation,Others,1
3482,2015,42,Travel_Rarely,Research & Development,11,1,Life Sciences,4,Married,60320,0,14,0,23,2,22,13,7,4,1,3,2,Not Applicable,Not Applicable,0
3483,2015,28,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Divorced,29760,1,14,0,1,3,1,0,0,1,2,3,3,Fired,Not Applicable,1
3484,2015,50,Travel_Frequently,Research & Development,1,4,Medical,2,Single,159920,3,14,0,5,3,0,0,0,4,3,3,3,Resignation,Others,1
3485,2015,33,Travel_Frequently,Sales,9,3,Medical,2,Married,46490,0,12,0,4,2,3,0,2,4,2,3,2,Not Applicable,Not Applicable,0
3486,2015,34,Non-Travel,Sales,1,1,Marketing,2,Married,26960,3,23,0,6,3,0,0,0,3,4,3,3,Not Applicable,Not Applicable,0
3487,2015,48,Non-Travel,Sales,2,1,Life Sciences,2,Single,23700,2,11,0,27,3,5,2,1,1,4,2,3,Not Applicable,Not Applicable,0
3488,2015,45,Non-Travel,Research & Development,1,3,Medical,2,Married,125040,1,12,1,15,2,15,4,12,2,3,3,3,Not Applicable,Not Applicable,0
3489,2015,52,Travel_Rarely,Sales,1,3,Life Sciences,1,Single,59740,7,18,1,18,6,8,4,0,2,2,3,3,Not Applicable,Not Applicable,0
3490,2015,38,Travel_Rarely,Research & Development,6,2,Medical,1,Divorced,47360,0,11,1,9,3,8,2,7,3,3,3,2,Not Applicable,Not Applicable,0
3491,2015,29,Travel_Rarely,Research & Development,8,3,Medical,4,Divorced,52960,4,14,0,11,3,7,1,7,3,4,3,4,Not Applicable,Not Applicable,0
3492,2015,28,Travel_Rarely,Human Resources,1,3,Human Resources,4,Divorced,67810,0,15,1,10,2,9,1,7,4,2,2,3,Not Applicable,Not Applicable,0
3493,2015,46,Travel_Rarely,Research & Development,6,4,Medical,3,Married,21740,3,11,1,23,3,12,4,9,1,3,3,3,Not Applicable,Not Applicable,0
3494,2015,38,Travel_Rarely,Research & Development,7,4,Medical,1,Single,66530,7,20,1,10,2,1,0,0,4,2,3,3,Not Applicable,Not Applicable,0
3495,2015,43,Travel_Frequently,Research & Development,5,3,Medical,2,Married,96990,8,19,1,18,3,8,0,1,3,1,3,3,Not Applicable,Not Applicable,0
3496,2015,39,Travel_Frequently,Sales,1,3,Marketing,2,Divorced,67550,7,14,1,21,2,18,11,5,1,4,3,3,Resignation,Others,1
3497,2015,40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Single,22130,1,17,0,21,4,20,4,9,3,3,4,3,Not Applicable,Not Applicable,0
3498,2015,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Single,26100,1,11,1,2,3,2,2,2,4,2,4,2,Not Applicable,Not Applicable,0
3499,2015,39,Non-Travel,Research & Development,6,3,Life Sciences,1,Single,28510,9,15,0,9,2,5,0,3,3,2,2,3,Not Applicable,Not Applicable,0
3500,2015,36,Non-Travel,Research & Development,1,3,Medical,3,Single,34520,2,13,3,18,4,11,0,9,1,4,3,4,Not Applicable,Not Applicable,0
3501,2015,31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Married,52580,0,14,3,3,5,2,2,2,3,4,3,3,Not Applicable,Not Applicable,0
3502,2015,28,Travel_Rarely,Sales,2,4,Marketing,1,Married,93550,0,11,0,6,4,5,0,4,1,2,1,3,Not Applicable,Not Applicable,0
3503,2015,35,Travel_Frequently,Research & Development,9,2,Other,1,Divorced,104960,1,13,1,5,2,5,0,2,4,4,3,3,Not Applicable,Not Applicable,0
3504,2015,49,Travel_Rarely,Sales,2,2,Medical,1,Married,63800,6,23,1,22,1,9,2,3,4,2,3,2,Not Applicable,Not Applicable,0
3505,2015,34,Travel_Frequently,Sales,9,1,Technical Degree,2,Single,26570,2,13,1,5,3,3,0,2,4,3,2,2,Not Applicable,Not Applicable,0
3506,2015,29,Travel_Frequently,Research & Development,1,4,Medical,3,Divorced,27160,0,18,0,8,2,7,1,1,4,2,2,1,Not Applicable,Not Applicable,0
3507,2015,42,Travel_Rarely,Sales,21,2,Life Sciences,1,Single,22010,4,12,1,16,3,1,0,0,2,4,3,4,Not Applicable,Not Applicable,0
3508,2015,29,Travel_Rarely,Sales,4,2,Other,2,Married,65400,1,22,0,10,2,10,1,2,2,4,2,1,Not Applicable,Not Applicable,0
3509,2015,38,Travel_Rarely,Research & Development,1,3,Medical,1,Married,38160,1,13,2,7,2,7,5,0,3,3,4,2,Not Applicable,Not Applicable,0
3510,2015,28,Travel_Frequently,Sales,6,4,Life Sciences,1,Divorced,52530,1,15,0,3,2,3,0,2,3,3,3,3,Not Applicable,Not Applicable,0
3511,2015,18,Non-Travel,Research & Development,2,4,Medical,3,Single,109650,1,18,0,0,5,0,0,0,3,3,3,4,Resignation,Others,1
3512,2015,33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Single,49360,0,14,0,6,2,5,0,3,1,1,3,2,Resignation,Others,1
3513,2015,41,Travel_Rarely,Research & Development,4,2,Medical,2,Married,25430,3,12,0,6,3,1,0,0,2,4,3,3,Not Applicable,Not Applicable,0
3514,2015,31,Travel_Frequently,Sales,10,3,Technical Degree,1,Married,53040,1,17,0,2,3,2,2,2,3,3,2,4,Resignation,Others,1
3515,2015,37,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Divorced,166590,7,16,1,9,2,6,1,3,3,4,3,3,Not Applicable,Not Applicable,0
3516,2015,27,Travel_Rarely,Research & Development,6,2,Medical,1,Married,42600,1,11,2,4,2,4,2,2,4,3,3,3,Not Applicable,Not Applicable,0
3517,2015,34,Travel_Rarely,Sales,1,1,Marketing,2,Married,24760,1,19,0,6,2,6,1,3,2,3,2,3,Not Applicable,Not Applicable,0
3518,2015,35,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Single,31020,1,13,1,6,3,5,1,4,3,3,1,2,Not Applicable,Not Applicable,0
3519,2015,29,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Married,22440,1,12,3,11,5,11,3,10,4,1,1,1,Resignation,Stress,1
3520,2015,40,Travel_Frequently,Research & Development,2,4,Medical,4,Single,75960,9,11,0,20,0,18,2,13,2,3,2,1,Not Applicable,Not Applicable,0
3521,2015,42,Travel_Frequently,Sales,2,4,Life Sciences,1,Single,22850,0,16,0,22,3,21,13,14,3,1,2,1,Resignation,Salary,1
3522,2015,42,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Single,30340,7,21,1,9,3,6,1,5,2,1,4,2,Not Applicable,Not Applicable,0
3523,2015,35,Travel_Rarely,Research & Development,5,3,Medical,1,Married,57150,6,24,2,10,0,8,1,7,4,3,3,3,Not Applicable,Not Applicable,0
3524,2015,24,Travel_Rarely,Sales,7,4,Life Sciences,1,Single,25760,8,17,3,6,3,4,1,2,4,2,3,3,Not Applicable,Not Applicable,0
3525,2015,28,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Married,41970,1,13,0,1,3,1,0,0,3,4,2,1,Resignation,Stress,1
3526,2015,26,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Married,143360,1,21,1,8,3,8,0,7,1,4,3,3,Not Applicable,Not Applicable,0
3527,2015,30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Married,34480,1,11,0,10,3,10,1,4,3,3,3,3,Not Applicable,Not Applicable,0
3528,2015,40,Travel_Frequently,Research & Development,26,4,Life Sciences,2,Married,194060,3,20,3,16,2,1,0,0,3,4,1,3,Not Applicable,Not Applicable,0
3529,2015,35,Travel_Rarely,Research & Development,18,5,Medical,2,Divorced,65380,2,16,1,15,3,7,6,4,3,2,4,3,Not Applicable,Not Applicable,0
3530,2015,34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Single,43060,0,11,0,14,2,13,4,9,4,1,3,3,Not Applicable,Not Applicable,0
3531,2015,35,Travel_Frequently,Research & Development,3,3,Medical,2,Married,22580,1,11,1,2,2,2,2,2,4,4,4,3,Not Applicable,Not Applicable,0
3532,2015,43,Travel_Rarely,Sales,5,3,Marketing,3,Single,45220,8,15,1,7,3,4,1,3,1,3,2,3,Resignation,Others,1
3533,2015,32,Non-Travel,Research & Development,11,2,Other,2,Divorced,44870,1,11,0,1,5,1,0,0,3,1,3,2,Not Applicable,Not Applicable,0
3534,2015,56,Travel_Rarely,Research & Development,3,2,Other,2,Divorced,44490,2,15,0,28,3,5,4,2,4,1,3,1,Not Applicable,Not Applicable,0
3535,2015,29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Married,22180,1,24,1,10,1,10,0,8,3,4,3,3,Not Applicable,Not Applicable,0
3536,2015,19,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Single,191970,1,12,0,1,2,1,0,0,3,1,3,3,Not Applicable,Not Applicable,0
3537,2015,45,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Married,132120,4,13,0,7,4,3,0,2,1,3,2,3,Not Applicable,Not Applicable,0
3538,2015,37,Travel_Rarely,Research & Development,14,4,Life Sciences,3,Married,65770,1,13,0,14,1,14,3,11,4,4,2,1,Not Applicable,Not Applicable,0
3539,2015,20,Travel_Rarely,Research & Development,6,3,Medical,5,Single,83920,1,17,0,2,5,2,1,2,1,3,2,3,Not Applicable,Not Applicable,0
3540,2015,44,Travel_Rarely,Human Resources,6,2,Human Resources,3,Single,45580,1,13,1,6,2,6,0,2,3,3,3,1,Resignation,Stress,1
3541,2015,53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Divorced,40310,3,12,1,26,3,7,4,7,4,3,3,2,Not Applicable,Not Applicable,0
3542,2015,29,Travel_Rarely,Research & Development,23,3,Medical,1,Married,79690,0,14,0,6,3,5,1,3,2,4,2,3,Not Applicable,Not Applicable,0
3543,2015,22,Travel_Frequently,Research & Development,22,4,Medical,1,Married,26540,0,24,0,1,5,0,0,0,3,4,3,2,Fired,Not Applicable,1
3544,2015,46,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Married,165550,8,14,2,28,4,26,15,9,3,1,3,3,Not Applicable,Not Applicable,0
3545,2015,44,Non-Travel,Research & Development,20,3,Life Sciences,1,Single,45560,2,13,0,6,4,0,0,0,4,3,3,3,Not Applicable,Not Applicable,0
3546,2015,33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Married,60910,1,15,0,5,6,5,1,4,2,3,3,1,Not Applicable,Not Applicable,0
3547,2015,41,Non-Travel,Research & Development,12,3,Life Sciences,2,Divorced,195660,6,16,0,5,2,1,0,0,1,1,1,4,Resignation,Salary,1
3548,2015,30,Travel_Rarely,Sales,20,3,Marketing,3,Divorced,48100,8,18,0,8,3,4,0,3,3,1,3,2,Not Applicable,Not Applicable,0
3549,2015,40,Travel_Frequently,Sales,9,3,Medical,1,Married,45230,5,16,1,5,5,0,0,0,2,2,3,4,Not Applicable,Not Applicable,0
3550,2015,50,Travel_Frequently,Research & Development,25,4,Life Sciences,2,Married,32020,2,24,1,32,2,2,2,2,4,1,3,3,Not Applicable,Not Applicable,0
3551,2015,28,Travel_Rarely,Research & Development,6,3,Technical Degree,2,Married,23510,1,16,0,6,4,6,3,3,4,1,3,3,Not Applicable,Not Applicable,0
3552,2015,46,Travel_Rarely,Research & Development,8,4,Other,3,Married,17020,5,21,0,25,2,4,0,3,4,2,3,3,Not Applicable,Not Applicable,0
3553,2015,35,Travel_Rarely,Sales,4,4,Marketing,1,Married,180410,3,20,1,15,3,7,1,7,3,1,3,2,Not Applicable,Not Applicable,0
3554,2015,24,Travel_Rarely,Human Resources,28,4,Human Resources,3,Married,28860,1,19,1,1,5,1,0,0,4,2,1,3,Resignation,Others,1
3555,2015,33,Travel_Frequently,Research & Development,9,2,Medical,1,Married,20970,1,14,2,10,5,10,0,1,2,3,2,2,Not Applicable,Not Applicable,0
3556,2015,36,Travel_Rarely,Research & Development,9,2,Medical,2,Divorced,119350,1,11,3,7,6,7,1,7,3,3,3,4,Not Applicable,Not Applicable,0
3557,2015,30,Travel_Rarely,Sales,29,3,Marketing,1,Divorced,25460,1,14,1,10,2,10,8,9,3,3,2,3,Not Applicable,Not Applicable,0
3558,2015,44,Travel_Rarely,Research & Development,3,4,Medical,2,Single,25640,1,12,3,20,3,20,13,17,4,4,3,1,Not Applicable,Not Applicable,0
3559,2015,20,Travel_Rarely,Research & Development,18,4,Medical,1,Single,84120,1,13,0,2,2,2,2,2,3,4,3,2,Not Applicable,Not Applicable,0
3560,2015,46,Travel_Rarely,Sales,9,1,Medical,1,Divorced,141180,2,22,0,12,3,6,1,4,4,4,2,3,Not Applicable,Not Applicable,0
3561,2015,42,Non-Travel,Research & Development,5,4,Medical,5,Married,170460,7,11,0,10,3,4,0,3,4,1,4,2,Not Applicable,Not Applicable,0
3562,2015,60,Travel_Rarely,Sales,2,2,Life Sciences,2,Divorced,25640,0,14,1,12,3,11,1,9,2,4,3,3,Not Applicable,Not Applicable,0
3563,2015,32,Travel_Frequently,Sales,10,3,Life Sciences,1,Married,102660,1,11,0,2,3,2,2,2,3,2,3,3,Not Applicable,Not Applicable,0
3564,2015,32,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Single,50700,4,12,1,10,6,8,0,7,4,3,3,3,Not Applicable,Not Applicable,0
3565,2015,36,Travel_Rarely,Sales,3,2,Marketing,4,Divorced,178610,2,18,0,17,2,7,7,7,3,1,3,2,Not Applicable,Not Applicable,0
3566,2015,33,Travel_Rarely,Sales,26,2,Marketing,1,Married,42300,0,12,0,15,0,14,4,10,1,4,3,3,Not Applicable,Not Applicable,0
3567,2015,40,Travel_Rarely,Research & Development,1,3,Medical,2,Divorced,37800,7,12,0,7,2,5,1,3,2,2,4,1,Not Applicable,Not Applicable,0
3568,2015,25,Travel_Rarely,Research & Development,6,2,Medical,1,Single,27680,0,22,1,5,0,4,1,1,3,4,3,3,Not Applicable,Not Applicable,0
3569,2015,30,Travel_Rarely,Sales,9,3,Marketing,1,Married,90710,0,19,1,12,2,11,5,7,4,2,3,2,Not Applicable,Not Applicable,0
3570,2015,42,Travel_Frequently,Human Resources,8,2,Medical,1,Married,106480,3,13,1,20,1,1,0,0,1,1,3,3,Not Applicable,Not Applicable,0
3571,2015,35,Non-Travel,Research & Development,1,1,Life Sciences,2,Married,136100,4,22,2,16,4,13,4,12,3,4,2,2,Not Applicable,Not Applicable,0
3572,2015,27,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Married,34080,1,24,0,9,2,9,6,8,1,1,2,3,Not Applicable,Not Applicable,0
3573,2015,54,Travel_Frequently,Research & Development,9,2,Medical,2,Divorced,29830,7,14,1,33,2,5,1,4,4,3,1,2,Not Applicable,Not Applicable,0
3574,2015,44,Travel_Rarely,Human Resources,4,4,Life Sciences,5,Married,76320,1,21,0,10,3,10,7,7,1,4,3,3,Not Applicable,Not Applicable,0
3575,2015,19,Non-Travel,Sales,2,2,Other,3,Single,98240,1,18,0,1,2,1,0,0,1,2,4,3,Resignation,Others,1
3576,2015,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Divorced,99500,1,20,0,3,3,3,1,2,1,4,3,3,Not Applicable,Not Applicable,0
3577,2015,54,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Married,20930,3,19,0,36,2,10,0,9,4,4,3,3,Not Applicable,Not Applicable,0
3578,2015,31,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Married,99800,1,12,0,6,1,6,0,1,3,1,2,3,Not Applicable,Not Applicable,0
3579,2015,31,Travel_Rarely,Sales,24,1,Marketing,1,Single,38940,1,12,0,10,3,10,1,8,3,1,3,4,Not Applicable,Not Applicable,0
3580,2015,59,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Single,40510,5,16,3,13,3,6,0,5,3,4,3,3,Not Applicable,Not Applicable,0
3581,2015,43,Travel_Rarely,Research & Development,11,2,Life Sciences,3,Married,168350,3,17,1,25,3,8,0,7,3,4,3,3,Not Applicable,Not Applicable,0
3582,2015,49,Travel_Rarely,Sales,14,4,Life Sciences,2,Married,62300,2,14,0,23,2,1,0,0,1,3,4,2,Not Applicable,Not Applicable,0
3583,2015,36,Travel_Frequently,Sales,5,2,Marketing,1,Married,47170,1,19,1,12,3,11,0,7,3,2,2,3,Not Applicable,Not Applicable,0
3584,2015,48,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Single,132370,5,13,1,7,2,1,0,0,4,2,2,4,Not Applicable,Not Applicable,0
3585,2015,27,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Divorced,37550,1,19,0,5,2,5,0,3,1,3,3,3,Not Applicable,Not Applicable,0
3586,2015,29,Travel_Rarely,Sales,17,4,Medical,1,Divorced,65820,1,19,1,6,3,6,1,0,3,4,3,3,Not Applicable,Not Applicable,0
3587,2015,48,Travel_Rarely,Sales,1,1,Marketing,2,Single,74060,6,14,2,25,2,1,0,0,4,4,4,3,Not Applicable,Not Applicable,0
3588,2015,29,Travel_Rarely,Research & Development,3,3,Technical Degree,2,Divorced,48050,3,16,1,9,2,7,1,7,4,4,2,3,Not Applicable,Not Applicable,0
3589,2015,34,Travel_Rarely,Sales,9,4,Medical,2,Married,27410,0,15,1,2,3,1,0,0,3,3,2,3,Not Applicable,Not Applicable,0
3590,2015,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Married,42620,7,18,0,26,2,22,3,10,2,2,3,3,Not Applicable,Not Applicable,0
3591,2015,33,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Divorced,161840,0,13,1,10,2,9,0,8,4,3,3,4,Not Applicable,Not Applicable,0
3592,2015,19,Travel_Rarely,Sales,2,4,Marketing,3,Single,115570,1,22,0,1,0,1,0,1,2,4,3,3,Not Applicable,Not Applicable,0
3593,2015,23,Travel_Rarely,Sales,2,3,Medical,3,Married,18780,1,13,1,1,2,1,0,1,4,3,3,3,Not Applicable,Not Applicable,0
3594,2015,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Single,109320,1,11,1,1,3,1,1,0,3,4,3,3,Resignation,Stress,1
3595,2015,26,Travel_Rarely,Human Resources,9,3,Life Sciences,2,Single,68110,1,11,1,8,4,8,2,2,3,4,2,3,Not Applicable,Not Applicable,0
3596,2015,45,Travel_Rarely,Human Resources,12,3,Human Resources,2,Single,43060,2,11,2,26,3,24,1,11,1,2,3,3,Resignation,Others,1
3597,2015,55,Non-Travel,Research & Development,27,3,Life Sciences,2,Divorced,48590,1,24,1,34,3,33,15,0,4,2,3,4,Not Applicable,Not Applicable,0
3598,2015,21,Travel_Frequently,Research & Development,20,2,Medical,4,Single,53370,1,14,1,2,2,2,2,2,1,3,1,3,Resignation,Stress,1
3599,2015,46,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Married,23400,2,13,1,26,2,11,0,8,4,2,3,1,Not Applicable,Not Applicable,0
3600,2015,34,Travel_Rarely,Sales,13,4,Medical,3,Single,74910,0,14,1,4,3,3,0,2,3,1,3,2,Not Applicable,Not Applicable,0
3601,2015,51,Travel_Frequently,Research & Development,14,3,Life Sciences,2,Divorced,105270,4,14,0,31,3,29,11,10,4,2,2,3,Not Applicable,Not Applicable,0
3602,2015,59,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Single,165950,6,21,1,25,2,9,5,4,4,4,2,3,Not Applicable,Not Applicable,0
3603,2015,34,Travel_Frequently,Sales,14,4,Medical,3,Divorced,88340,4,13,1,15,1,11,5,10,3,2,4,3,Not Applicable,Not Applicable,0
3604,2015,28,Travel_Frequently,Research & Development,2,3,Other,1,Single,55770,0,19,0,5,3,4,0,2,4,3,2,3,Not Applicable,Not Applicable,0
3605,2015,44,Travel_Rarely,Research & Development,3,4,Life Sciences,2,Divorced,47070,1,17,0,26,4,25,14,13,3,1,2,1,Not Applicable,Not Applicable,0
3606,2015,34,Travel_Frequently,Sales,1,3,Life Sciences,2,Married,24000,4,18,1,14,3,10,1,8,3,2,4,3,Not Applicable,Not Applicable,0
3607,2015,35,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Married,98240,0,19,0,4,2,3,2,2,3,3,3,3,Not Applicable,Not Applicable,0
3608,2015,42,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Married,64470,6,13,0,18,3,1,0,0,2,2,3,3,Not Applicable,Not Applicable,0
3609,2015,43,Travel_Rarely,Research & Development,7,2,Medical,1,Single,195020,3,18,2,23,3,21,15,17,4,4,4,4,Not Applicable,Not Applicable,0
3610,2015,36,Travel_Rarely,Research & Development,2,4,Medical,1,Single,27250,9,21,1,18,4,16,5,12,3,2,3,2,Not Applicable,Not Applicable,0
3611,2015,44,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Married,62720,1,19,1,10,3,10,0,5,1,4,3,3,Resignation,Others,1
3612,2015,28,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Married,21270,1,14,0,2,3,2,2,2,4,4,3,3,Not Applicable,Not Applicable,0
3613,2015,51,Travel_Frequently,Sales,21,4,Medical,2,Single,182000,0,17,0,8,3,7,7,7,2,3,2,3,Not Applicable,Not Applicable,0
3614,2015,30,Non-Travel,Research & Development,2,4,Other,1,Single,20960,7,11,3,10,2,8,1,7,3,3,3,3,Not Applicable,Not Applicable,0
3615,2015,29,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Divorced,28860,3,13,0,10,4,7,7,7,2,3,3,3,Resignation,Others,1
3616,2015,28,Travel_Rarely,Sales,1,4,Life Sciences,2,Single,20330,2,15,1,5,5,3,1,2,4,1,2,3,Not Applicable,Not Applicable,0
